2026-02-14 16:12:53,111 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:09:19,512 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:09:22,434 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:09:23,696 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:09:26,453 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:09:31,247 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:15:54,798 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:16:00,490 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:16:59,131 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:05,366 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:07,047 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:08,593 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:17,282 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:39,923 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:45,664 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:47,914 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:50,721 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:17:53,635 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:18:06,168 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:18:26,723 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:18:28,174 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:18:30,168 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:18:40,153 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:22,700 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:26,174 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:28,461 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:43,626 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:46,628 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:47,808 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 14:30:53,141 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:23:30,020 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:25:52,911 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:25:53,137 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:25:58,727 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:25:59,024 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:26:02,606 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:26:02,816 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:26:30,864 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:26:31,065 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:27:49,169 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:27:49,368 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:27:58,098 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:27:58,328 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:12,371 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:12,581 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:13,369 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:13,574 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:22,410 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:22,664 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:29,211 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:29,423 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:30,600 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:30,827 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:41,000 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:28:41,210 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:30,504 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:30,702 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:35,560 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:35,840 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:37,222 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:37,429 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:42,337 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:42,543 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:45,846 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:46,086 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:48,268 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 16:29:48,511 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 17:07:48,577 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 17:07:51,503 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 17:07:54,431 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-24 17:07:57,394 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 13:51:48,785 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 13:51:53,983 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 13:51:53,987 | INFO     | __main__ | start login flow
2026-02-25 13:51:53,987 | INFO     | common.request | ============================================================
2026-02-25 13:51:53,988 | INFO     | common.request | request method: POST
2026-02-25 13:51:53,988 | INFO     | common.request | request url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 13:51:53,988 | INFO     | common.request | request headers: {'Content-Type': 'application/json', 'x-app-id': 'store-selection-service', 'X-App-Secret': 'c3RvcmUtc2VsZWN0aW9uLXNlcnZpY2U='}
2026-02-25 13:51:53,988 | INFO     | common.request | request params: None
2026-02-25 13:51:53,988 | INFO     | common.request | request data: None
2026-02-25 13:51:53,988 | INFO     | common.request | request json: {'appId': 'sys_admin', 'endpoint': 'pc', 'password': 'b49b9a6864a40343eca6fa8c4883c1004c7671842f6bccdb1be419c7ea63471e4f9a8c0ec2039f0f5e635b36542d5d5fad8ab107c555202006431af286ab9c9b', 'userName': 18620130825}
2026-02-25 13:51:54,383 | INFO     | common.request | response status_code: 200
2026-02-25 13:51:54,384 | INFO     | common.request | response text: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1771998714021%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MTk5ODcxNDAyMSIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQxOTE0fQ.uqLn4FJWTpBMaTzxhbzSN_uzmeEyN0F2o3UmQBRYuV-3KTzmmpd7COyyfHd0u76a9SUAiXE-j24ud40Jpr-beA"},"success":true}
2026-02-25 14:53:30,577 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:53:33,238 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:53:36,984 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:53:39,476 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:53:40,968 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:53:47,630 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:54:42,250 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 14:54:42,253 | INFO     | __main__ | start login flow
2026-02-25 14:54:42,253 | INFO     | common.request | ============================================================
2026-02-25 14:54:42,253 | INFO     | common.request | request method: POST
2026-02-25 14:54:42,253 | INFO     | common.request | request url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 14:54:42,253 | INFO     | common.request | request headers: {'Content-Type': 'application/json', 'x-app-id': 'store-selection-service', 'X-App-Secret': 'c3RvcmUtc2VsZWN0aW9uLXNlcnZpY2U='}
2026-02-25 14:54:42,253 | INFO     | common.request | request params: None
2026-02-25 14:54:42,253 | INFO     | common.request | request data: None
2026-02-25 14:54:42,253 | INFO     | common.request | request json: {'appId': 'sys_admin', 'endpoint': 'pc', 'password': 'b49b9a6864a40343eca6fa8c4883c1004c7671842f6bccdb1be419c7ea63471e4f9a8c0ec2039f0f5e635b36542d5d5fad8ab107c555202006431af286ab9c9b', 'userName': 18620130825}
2026-02-25 14:54:42,621 | INFO     | common.request | response status_code: 200
2026-02-25 14:54:42,621 | INFO     | common.request | response text: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772002482421%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwMjQ4MjQyMSIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ1NjgyfQ.WDZclYaZA64UBthhRocm--7guC96bMWK9XPb07rn6DLfftgbfBG7THk7SwXyvspfQ-Qc2Z11jm1Uo0ne3nfJBw"},"success":true}
2026-02-25 15:02:23,378 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:02:25,934 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:02:28,554 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:02:35,503 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:02:56,212 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:02:56,214 | INFO     | __main__ | start login flow
2026-02-25 15:02:56,214 | INFO     | common.request | ============================================================
2026-02-25 15:02:56,214 | INFO     | common.request | request method: POST
2026-02-25 15:02:56,214 | INFO     | common.request | request url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 15:02:56,214 | INFO     | common.request | request headers: {'Content-Type': 'application/json', 'x-app-id': 'store-selection-service', 'X-App-Secret': 'c3RvcmUtc2VsZWN0aW9uLXNlcnZpY2U='}
2026-02-25 15:02:56,214 | INFO     | common.request | request params: None
2026-02-25 15:02:56,214 | INFO     | common.request | request data: None
2026-02-25 15:02:56,214 | INFO     | common.request | request json: {'appId': 'sys_admin', 'endpoint': 'pc', 'password': 'b49b9a6864a40343eca6fa8c4883c1004c7671842f6bccdb1be419c7ea63471e4f9a8c0ec2039f0f5e635b36542d5d5fad8ab107c555202006431af286ab9c9b', 'userName': 18620130825}
2026-02-25 15:02:56,686 | INFO     | common.request | response status_code: 200
2026-02-25 15:02:56,687 | INFO     | common.request | response text: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772002976486%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwMjk3NjQ4NiIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ2MTc2fQ.v98XT1CaqYpOhHvEy9Db5YStzm1d9BgX916CaG8HThAe__iJX49nJyFaMKsfQ9c-XS5K1tXYK6aQYafVDiZefw"},"success":true}
2026-02-25 15:02:56,687 | INFO     | __main__ | login finished, token length=222
2026-02-25 15:14:08,942 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:14:12,443 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:32:09,370 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:32:09,372 | INFO     | __main__ | start login flow
2026-02-25 15:32:53,981 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:32:53,983 | INFO     | __main__ | start login flow
2026-02-25 15:32:53,983 | INFO     | common.request | ============================================================
2026-02-25 15:32:53,983 | INFO     | common.request | method: POST
2026-02-25 15:32:53,983 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 15:32:54,405 | INFO     | common.request | status_code: 200
